45.0580014354,-88.7475585938
47.3537106195,-94.6142578125
47.9016135414,-94.5263671875
45.383019279,-89.1430664063
44.6530241598,-89.6923828125
44.5278427985,-89.0771484375
45.9052998572,-90.9008789063
46.0732306254,-91.2963867188
48.2831928955,-95.0756835938
48.0193241848,-90.87890625
46.0732306254,-86.4404296875
46.6343507029,-88.505859375
45.6601273027,-89.6484375
44.5748174047,-90.3295898438
45.0114186423,-90.3735351563
47.8279081692,-95.6909179688
46.8601910157,-94.1088867188
46.2710374728,-89.0991210938
46.6494361634,-89.6704101563
47.3388226948,-92.021484375
47.9457864637,-93.2080078125
45.7521933606,-88.2421875
45.4447167916,-89.560546875
46.437856895,-90.3295898438
47.5172006978,-93.4716796875
48.7779127555,-95.4052734375
48.7923901965,-94.8779296875
48.1514281432,-92.7685546875
46.8451644303,-94.8559570313
47.8426576282,-92.3291015625
47.8721439689,-94.21875
45.9664245413,-87.7587890625
46.3469276106,-91.1645507813
46.7699684336,-91.0327148438
45.9205873447,-89.6704101563
45.5063469011,-87.5830078125
45.782848352,-91.2084960938
45.6601273027,-90.3076171875
45.274886437,-90.2856445313
47.1897124645,-93.2958984375
48.0633965378,-95.2294921875
48.5166043489,-93.2080078125
44.8714427502,-90.7250976563
44.7935309047,-90.0439453125
44.3081266849,-90.52734375
44.4023918291,-89.7583007813
45.213003556,-90.6811523438
45.9816951851,-88.9892578125
46.4075639663,-93.1640625
48.7344553718,-96.1083984375
46.5739667965,-91.6259765625
47.6505875712,-90.966796875
47.4652362244,-91.40625
47.6209754152,-93.0651855469
48.261255652,-92.5378417969
47.8057761194,-91.0217285156
47.7540979797,-93.9990234375
48.5238812026,-94.3176269531
48.6401687181,-94.74609375
47.6283800274,-94.5373535156
48.0193241848,-94.0979003906
47.1747783393,-92.1862792969
47.0102256557,-93.0432128906
47.9825684192,-90.5053710938
48.2393089902,-92.1643066406
48.2978124924,-95.8117675781
47.5765257137,-95.2734375
46.5135155806,-93.6474609375
46.0884717958,-93.3508300781
45.9435106803,-93.6694335938
46.4151387765,-93.9001464844
46.7398605997,-93.9221191406
46.4605655458,-92.6147460938
46.6041671629,-93.2189941406
45.1588007384,-89.0771484375
46.4529970475,-94.2846679688
46.6795944656,-94.4604492188
46.5664140757,-93.9001464844
46.2254528823,-93.1311035156
46.7850160427,-92.9443359375
47.7688684042,-90.4284667969
48.2978124924,-94.8010253906
48.4219101094,-93.7243652344
47.6061630439,-92.4279785156
46.4227125347,-91.6369628906
46.4075639663,-88.4289550781
45.9435106803,-88.6267089844
45.2207426026,-89.7583007813
45.2439534226,-88.4289550781
45.4832435087,-87.9125976563
46.2330529448,-90.5163574219
45.2439534226,-90.0329589844
47.0027339067,-92.3071289063
45.9358706212,-86.7700195313
46.0960908021,-84.8254394531
46.5513054788,-85.7263183594
46.3696741346,-85.1879882813
46.2178517674,-85.3967285156
46.6041671629,-87.6599121094
46.5966186488,-88.857421875
