48.3270391306,-92.8784179688
48.0927571603,-91.9995117188
47.9310663475,-91.2084960938
47.9016135414,-90.2197265625
48.4437783106,-94.04296875
48.3562490295,-93.4936523438
48.1074311885,-92.373046875
47.9457864637,-93.8452148438
47.7393233614,-93.3837890625
47.4132203302,-91.6918945313
47.8352834228,-90.6811523438
47.6505875712,-91.3293457031
47.9016135414,-92.8784179688
48.1953874083,-93.2189941406
47.7097615427,-93.8122558594
48.0927571603,-94.3176269531
47.6209754152,-92.0324707031
47.323930571,-92.373046875
48.1807385073,-93.955078125
48.0340191586,-93.515625
47.6209754152,-94.2846679688
47.2792290026,-93.9770507813
47.100044694,-91.9116210938
46.6645174175,-92.3950195313
46.4681329922,-91.9555664063
47.3388226948,-93.4936523438
46.5437496027,-91.2744140625
46.2254528823,-91.6040039063
45.9052998572,-90.4614257813
48.4729212725,-94.5703125
47.4280872617,-93.0981445313
47.9163420402,-91.5600585938
46.4075639663,-89.4506835938
46.4983922586,-90
46.1646144969,-90.8129882813
45.4138764608,-89.8901367188
47.4578085308,-92.724609375
45.7368595474,-88.76953125
46.437856895,-88.8354492188
46.2254528823,-87.7807617188
48.5893258497,-95.1196289063
47.2046423888,-92.9663085938
46.5135155806,-88.154296875
46.1950421087,-86.8359375
46.362093012,-85.5615234375
46.240651955,-85.0122070313
45.7981695302,-87.4072265625
45.9969616182,-88.2861328125
46.8301336404,-88.8354492188
47.6801829465,-92.7465820313
46.103708756,-88.6596679688
45.9664245413,-89.2529296875
47.0551540855,-88.5827636719
47.3015845113,-88.2092285156
46.4302852408,-87.6818847656
45.6985065874,-87.7697753906
46.4908290198,-85.9680175781
46.2862239181,-84.638671875
46.5815184657,-85.1879882813
45.8287992519,-89.9780273438
45.4755402716,-90.8898925781
47.6209754152,-91.6809082031
47.0925655522,-93.9440917969
46.7850160427,-93.1970214844
47.0027339067,-94.5593261719
47.0476686405,-95.1525878906
46.1113256573,-94.4714355469
45.6140374114,-89.2529296875
46.7699684336,-87.9345703125
46.0884717958,-86.0229492188
46.362093012,-87.2094726563
46.3165841818,-92.373046875
46.9052455464,-92.7685546875
48.8213325496,-95.8447265625
48.8936153615,-96.3940429688
48.4146186175,-95.44921875
46.3317580005,-86.30859375
46.6041671629,-92.8564453125
47.7393233614,-94.8999023438
48.1221010282,-95.5810546875
45.5063469011,-88.2641601563
45.1510532656,-89.4067382813
46.0884717958,-84.287109375
46.7248003747,-89.3408203125
46.4681329922,-90.703125
48.5457054918,-95.8666992188
47.7688684042,-95.3173828125
47.502358952,-95.625
47.0252060016,-93.4057617188
46.2102496002,-90.2197265625
46.240651955,-88.330078125
45.9969616182,-87.1655273438
47.5172006978,-93.8891601563
46.8000594468,-93.69140625
45.4909456926,-90.3735351563
46.1493943765,-89.6044921875
47.1149998262,-92.5708007813
45.4138764608,-88.7475585938
44.8870124798,-89.208984375
45.0269504532,-90.0219726563
