xcoord,ycoord
48.7344553718,-117.5537109375
48.8068634611,-118.5424804688
45.1355551601,-117.0483398438
45.583289756,-118.2348632813
48.2100321223,-118.30078125
47.5617007545,-119.3115234375
45.7215215223,-117.4658203125
